개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
6510000,202565100000800326,제주특별자치도 제주시청,,제주특별자치도 제주시 화북1동 1029,교통단속,1,200,360도 전방면,30,,064-728-7352,33.5146,126.57466,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800116,제주특별자치도 제주시청,,제주특별자치도 제주시 일도1동 1210,교통단속,3,200,360도 전방면,30,,064-728-7352,33.514114,126.528012,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800140,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 292-27,교통단속,5,200,360도 전방면,30,,064-728-7352,33.489766,126.4946,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800253,제주특별자치도 제주시청,,제주특별자치도 제주시 조천읍 교래리 산 137-22,교통단속,3,200,360도 전방면,30,,064-728-7352,33.387359,126.618183,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800297,제주특별자치도 제주시청,,제주특별자치도 제주시 함덕리 4151,교통단속,3,200,360도 전방면,30,,064-728-7352,33.5399,126.6743,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800316,제주특별자치도 제주시청,,제주특별자치도 제주시 외도1동 637-1,교통단속,5,200,360도 전방면,30,,064-728-7352,33.48595,126.43091,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800090,제주특별자치도 제주시청,,제주특별자치도 제주시 오라1동 2444-10,교통단속,4,200,360도 전방면,30,,064-728-7352,33.498268,126.51419,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800224,제주특별자치도 제주시청,,제주특별자치도 제주시 구좌읍 월정리 544,교통단속,3,200,360도 전방면,30,,064-728-7352,33.556106,126.795503,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800085,제주특별자치도 제주시청,,제주특별자치도 제주시 봉개동 1943,교통단속,5,200,360도 전방면,30,,064-728-7352,33.491195,126.593348,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800028,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 309,교통단속,6,200,360도 전방면,30,,064-728-7352,33.483605,126.496412,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800180,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 293-36,교통단속,5,200,360도 전방면,30,,064-728-7352,33.485722,126.494473,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800251,제주특별자치도 제주시청,,제주특별자치도 제주시 도련1동 1766-5,교통단속,3,200,360도 전방면,30,,064-728-7352,33.5109,126.5892,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800257,제주특별자치도 제주시청,,제주특별자치도 제주시 건입동 1453-1,교통단속,3,200,360도 전방면,30,,064-728-7352,33.52273,126.5468,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800020,제주특별자치도 제주시청,,제주특별자치도 제주시 이도2동 1080-8,교통단속,5,200,360도 전방면,30,,064-728-7352,33.491942,126.536435,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800176,제주특별자치도 제주시청,,제주특별자치도 제주시 오라2동 1837,교통단속,3,200,360도 전방면,30,,064-728-7352,33.4878,126.5098,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800261,제주특별자치도 제주시청,,제주특별자치도 제주시 애월읍 애월리 2470-10,교통단속,3,200,360도 전방면,30,,064-728-7352,33.46095,126.31178,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800260,제주특별자치도 제주시청,,제주특별자치도 제주시 한림읍 한림로 617,교통단속,3,200,360도 전방면,30,,064-728-7352,33.41152,126.260193,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800119,제주특별자치도 제주시청,,제주특별자치도 제주시 이도2동 1176-53,교통단속,4,200,360도 전방면,30,,064-728-7352,33.499992,126.530981,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800040,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 917-3,교통단속,5,200,360도 전방면,30,,064-728-7352,33.486016,126.484974,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800008,제주특별자치도 제주시청,,제주특별자치도 제주시 용담2동 2002,교통단속,3,200,360도 전방면,30,,064-728-7352,33.506269,126.493091,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800102,제주특별자치도 제주시청,,제주특별자치도 제주시 조천읍 함덕리 1047,교통단속,3,200,360도 전방면,30,,064-728-7352,33.543258,126.661806,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800100,제주특별자치도 제주시청,,제주특별자치도 제주시 조천읍 함덕리 1002-9,교통단속,4,200,360도 전방면,30,,064-728-7352,33.5414,126.6675,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800001,제주특별자치도 제주시청,,제주특별자치도 제주시 일도2동 377-23,교통단속,3,200,360도 전방면,30,,064-728-7352,33.5055,126.5412,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800104,제주특별자치도 제주시청,,제주특별자치도 제주시 일도1동 1104,교통단속,3,200,360도 전방면,30,,064-728-7352,33.511956,126.5288,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800088,제주특별자치도 제주시청,,제주특별자치도 제주시 일도1동 1476-1,교통단속,3,200,360도 전방면,30,,064-728-7352,33.514119,126.525983,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800276,제주특별자치도 제주시청,,제주특별자치도 제주시 우정로 15길 5,교통단속,4,200,360도 전방면,30,,064-728-7352,33.48591,126.431533,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800022,제주특별자치도 제주시청,,제주특별자치도 제주시 이도2동 1941-6,교통단속,3,200,360도 전방면,30,,064-728-7352,33.495997,126.547288,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800068,제주특별자치도 제주시청,,제주특별자치도 제주시 일도1동 1477-7,교통단속,3,200,360도 전방면,30,,064-728-7352,33.5129,126.5207,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800241,제주특별자치도 제주시청,,제주특별자치도 제주시 용담1동 2578-3,교통단속,3,200,360도 전방면,30,,064-728-7352,33.50518,126.5144,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800209,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 1495,교통단속,5,200,360도 전방면,30,,064-728-7352,33.478879,126.487302,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800357,제주특별자치도 제주시청,,제주특별자치도 제주시 이도일동 1513-2,교통단속,5,200,360도 전방면,30,,064-728-7352,33.50944,126.5236,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800145,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 737-2,교통단속,4,200,360도 전방면,30,,064-728-7352,33.478974,126.4809,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800017,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 1294-1,교통단속,6,200,360도 전방면,30,,064-728-7352,33.488368,126.483449,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800177,제주특별자치도 제주시청,,제주특별자치도 제주시 오라2동 1354-9,교통단속,4,200,360도 전방면,30,,064-728-7352,33.488949,126.5111,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800314,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 762-8,교통단속,3,200,360도 전방면,30,,064-728-7352,33.4763,126.48085,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800245,제주특별자치도 제주시청,,제주특별자치도 제주시 이도2동 1060-9,교통단속,3,200,360도 전방면,30,,064-728-7352,33.496218,126.535841,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800219,제주특별자치도 제주시청,,제주특별자치도 제주시 이도2동 1994-2,교통단속,5,200,360도 전방면,30,,064-728-7352,33.493315,126.538507,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800039,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 262-34,교통단속,3,200,360도 전방면,30,,064-728-7352,33.485917,126.487966,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800255,제주특별자치도 제주시청,,제주특별자치도 제주시 건입동 908-26,교통단속,4,200,360도 전방면,30,,064-728-7352,33.522455,126.544543,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800041,제주특별자치도 제주시청,,제주특별자치도 제주시 아라1동 1803-8,교통단속,7,200,360도 전방면,30,,064-728-7352,33.469305,126.547228,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800249,제주특별자치도 제주시청,,제주특별자치도 제주시 이도2동 1180-13,교통단속,5,200,360도 전방면,30,,064-728-7352,33.497742,126.531215,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800300,제주특별자치도 제주시청,,제주특별자치도 제주시 협재리 2472-1,교통단속,3,200,360도 전방면,30,,064-728-7352,33.39027,126.2372,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800335,제주특별자치도 제주시청,,제주특별자치도 제주시 일도2동 15-27 앞,교통단속,4,200,360도 전방면,30,,064-728-7352,33.498318,126.547747,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800007,제주특별자치도 제주시청,,제주특별자치도 제주시 용담2동 2002,교통단속,3,200,360도 전방면,30,,064-728-7352,33.506591,126.494403,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800303,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 3779-6,교통단속,4,200,360도 전방면,30,,064-728-7352,33.48487,126.47862,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800054,제주특별자치도 제주시청,,제주특별자치도 제주시 화북1동 1023-1,교통단속,3,200,360도 전방면,30,,064-728-7352,33.515123,126.576311,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800113,제주특별자치도 제주시청,,제주특별자치도 제주시 도련2동 550,교통단속,3,200,360도 전방면,30,,064-728-7352,33.514295,126.5845,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800043,제주특별자치도 제주시청,,제주특별자치도 제주시 아라1동 6105-22,교통단속,7,200,360도 전방면,30,,064-728-7352,33.474456,126.545657,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800131,제주특별자치도 제주시청,,제주특별자치도 제주시 아라2동 3014-10,교통단속,5,200,360도 전방면,30,,064-728-7352,33.4935,126.5416,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800248,제주특별자치도 제주시청,,제주특별자치도 제주시 일도1동 1298-14,교통단속,4,200,360도 전방면,30,,064-728-7352,33.514897,126.524714,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800191,제주특별자치도 제주시청,,제주특별자치도 제주시 이도2동 1931-1,교통단속,5,200,360도 전방면,30,,064-728-7352,33.504119,126.536448,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800246,제주특별자치도 제주시청,,제주특별자치도 제주시 이도2동 1019-11,교통단속,5,200,360도 전방면,30,,064-728-7352,33.494769,126.533621,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800198,제주특별자치도 제주시청,,제주특별자치도 제주시 일주동로 163,교통단속,4,200,360도 전방면,30,,064-728-7352,33.518197,126.56315,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800184,제주특별자치도 제주시청,,제주특별자치도 제주시 삼양2동 2181-45,교통단속,4,200,360도 전방면,30,,064-728-7352,33.519834,126.588035,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800120,제주특별자치도 제주시청,,제주특별자치도 제주시 이도1동 1252-10,교통단속,5,200,360도 전방면,30,,064-728-7352,33.502102,126.53065,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800038,제주특별자치도 제주시청,,제주특별자치도 제주시 한림읍 한림리 1314-11,교통단속,3,200,360도 전방면,30,,064-728-7352,33.416352,126.265029,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800351,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 277-1,교통단속,2,200,360도 전방면,30,,064-728-7352,33.48331,126.4919,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800323,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 1297-5,교통단속,5,200,360도 전방면,30,,064-728-7352,33.4871,126.4814,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800164,제주특별자치도 제주시청,,제주특별자치도 제주시 애월읍 하귀1리 138-1,교통단속,5,200,360도 전방면,30,,064-728-7352,33.485969,126.415235,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800322,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 302-4,교통단속,5,200,360도 전방면,30,,064-728-7352,33.4886,126.49658,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800291,제주특별자치도 제주시청,,제주특별자치도 제주시 삼도2동 1222-2,교통단속,3,200,360도 전방면,30,,064-728-7352,33.51513,126.52137,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800049,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 2584-1,교통단속,3,200,360도 전방면,30,,064-728-7352,33.486122,126.470674,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800210,제주특별자치도 제주시청,,제주특별자치도 ?제주시 연동 324-22,교통단속,3,200,360도 전방면,30,,064-728-7352,33.484213,126.50152,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800196,제주특별자치도 제주시청,,제주특별자치도 제주시 용담2동 592-7,교통단속,3,200,360도 전방면,30,,064-728-7352,33.513019,126.506878,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800296,제주특별자치도 제주시청,,제주특별자치도 제주시 함덕리 4144-1,교통단속,3,200,360도 전방면,30,,064-728-7352,33.54,126.6738,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800056,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 1286-3,교통단속,3,200,360도 전방면,30,,064-728-7352,33.484732,126.477126,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800023,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 1065-3,교통단속,3,200,360도 전방면,30,,064-728-7352,33.487453,126.477788,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800061,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 724-1,교통단속,5,200,360도 전방면,30,,064-728-7352,33.481154,126.484828,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800232,제주특별자치도 제주시청,,제주특별자치도 제주시 일도2동 352,교통단속,4,200,360도 전방면,30,,064-728-7352,33.506883,126.538595,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800287,제주특별자치도 제주시청,,제주특별자치도 제주시 한림리 1115-2,교통단속,5,200,360도 전방면,30,,064-728-7352,33.412563,126.264936,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800240,제주특별자치도 제주시청,,제주특별자치도 제주시 영평동 2230-3,교통단속,5,200,360도 전방면,30,,064-728-7352,33.449012,126.571456,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800220,제주특별자치도 제주시청,,제주특별자치도 제주시 봉개동 1795-1,교통단속,3,200,360도 전방면,30,,064-728-7352,33.49297,126.59389,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800200,제주특별자치도 제주시청,,제주특별자치도 제주시 도남동 168-2,교통단속,3,200,360도 전방면,30,,064-728-7352,33.485748,126.52988,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800269,제주특별자치도 제주시청,,제주특별자치도 제주시 화북1동 29-6,교통단속,5,200,360도 전방면,30,,064-728-7352,33.517294,126.576514,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800324,제주특별자치도 제주시청,,제주특별자치도 제주시 일도2동 162-30,교통단속,3,200,360도 전방면,30,,064-728-7352,33.51038,126.53635,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800146,제주특별자치도 제주시청,,제주특별자치도 ?제주시 노형동 2582-2,교통단속,3,200,360도 전방면,30,,064-728-7352,33.488535,126.472242,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800141,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 3797,교통단속,5,200,360도 전방면,30,,064-728-7352,33.48225,126.47705,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800306,제주특별자치도 제주시청,,제주특별자치도 제주시 한림리 956-4,교통단속,3,200,360도 전방면,30,,064-728-7352,33.4118,126.268,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800015,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 725-4,교통단속,5,200,360도 전방면,30,,064-728-7352,33.481918,126.485699,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800312,제주특별자치도 제주시청,,제주특별자치도 제주시 화북1동 29-5,교통단속,3,200,360도 전방면,30,,064-728-7352,33.5195,126.5745,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800086,제주특별자치도 제주시청,,제주특별자치도 제주시 삼도2동 142-3,교통단속,3,200,360도 전방면,30,,064-728-7352,33.511364,126.522597,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800025,제주특별자치도 제주시청,,제주특별자치도 제주시 일도2동 49-5,교통단속,4,200,360도 전방면,30,,064-728-7352,33.502133,126.542938,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800036,제주특별자치도 제주시청,,제주특별자치도 제주시 한림읍 한림리 1365-1,교통단속,3,200,360도 전방면,30,,064-728-7352,33.414104,126.262978,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800137,제주특별자치도 제주시청,,제주특별자치도 제주시 삼도1동 559-11,교통단속,4,200,360도 전방면,30,,064-728-7352,33.499984,126.524898,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800067,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 282-13,교통단속,4,200,360도 전방면,30,,064-728-7352,33.489247,126.492088,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6520000,202665200000800502,제주특별자치도 서귀포시 표선면,제주특별자치도 서귀포시 표선면 토산중앙로16번길 1,제주특별자치도 서귀포시 표선면 토산리 537-3,시설물관리,2,,반경10M,30,,064-760-4462,33.30887497,126.7797207,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:02
6520000,202665200000800639,제주특별자치도 서귀포시 대륜동,,제주특별자치도 서귀포시 법환동 754,시설물관리,3,,반경 5m,30,,064-760-4762,33.2540204523,126.5092806479,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:04
6520000,202665200000800631,제주특별자치도 서귀포시 서홍동,제주특별자치도 서귀포시 중앙로 125,제주특별자치도 서귀포시 서홍동 397-24,시설물관리,2,,서홍동주민센터 내·외부,30,,064-760-4723,33.25607801,126.5599846,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:04
6520000,202665200000800301,제주특별자치도 서귀포시 대정읍,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 18,제주특별자치도 서귀포시 대정읍 하모리 2144,시설물관리,6,,최남단해안로30번길 18,30,,064-760-4062,33.2187535978,126.2512133906,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:00
6520000,202665200000800318,제주특별자치도 서귀포시 대정읍,,제주특별자치도 서귀포시 대정읍 무릉리 1139-3,시설물관리,4,,무릉리 1139-3,30,,064-760-4062,33.2769266201,126.2318774231,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:00
6520000,202665200000800310,제주특별자치도 서귀포시 대정읍,제주특별자치도 서귀포시 대정읍 암반수마농로 61,제주특별자치도 서귀포시 대정읍 일과리 226,시설물관리,4,,일과리 226,30,,064-760-4062,33.23489746,126.2428056,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:00
6520000,202665200000800309,제주특별자치도 서귀포시 대정읍,제주특별자치도 서귀포시 대정읍 동일하모로 90,제주특별자치도 서귀포시 대정읍 동일리 2829-3,시설물관리,5,,동일하모로 90,30,,064-760-4062,33.2285250143,126.2414527421,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:00
6520000,202665200000800123,제주특별자치도 서귀포시 안전총괄과,,제주특별자치도 서귀포시 동홍동 1703,재난재해,1,,시설 외부 360도,30,,064-760-3283,33.265486649,126.5647909769,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:40:59
6520000,202665200000800038,제주특별자치도 서귀포시 체육진흥과,제주특별자치도 서귀포시 월드컵로 33,제주특별자치도 서귀포시 법환동 914,시설물관리,64,,시설 내 외부,30,,064-760-3626,33.2462193733,126.5092753406,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:40:58
6520000,202665200000800030,제주특별자치도 서귀포시 여성가족과,제주특별자치도 서귀포시 성산읍 서성일로 260,제주특별자치도 서귀포시 성산읍 난산리 2971,시설물관리,10,,야영장주변 및 산책로,30,,064-760-3408,33.4066281683,126.8221589839,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:40:58
6520000,202665200000800617,제주특별자치도 서귀포시 동홍동,,제주특별자치도 서귀포시 동홍동 377-12,시설물관리,3,,4단지 서측 골목 인근,30,,064-760-4693,33.2489204497,126.571925207,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:04
6520000,202665200000800638,제주특별자치도 서귀포시 대륜동,제주특별자치도 서귀포시 태평로92번길 49,제주특별자치도 서귀포시 호근동 1619,시설물관리,2,,반경 5m,30,,064-760-4762,33.24016952,126.5318428,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:04
6520000,202665200000800630,제주특별자치도 서귀포시 서홍동,제주특별자치도 서귀포시 분토왓로 1,제주특별자치도 서귀포시 서홍동 1990-1,시설물관리,7,,재활용도움센터 내·외부,30,,064-760-4748,33.2653270572,126.5545516417,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:04
6520000,202665200000800604,제주특별자치도 서귀포시 동홍동,,제주특별자치도 서귀포시 동홍동 151,시설물관리,2,,클린하우스 인근,30,,064-760-4693,33.2526399357,126.5741798607,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:03
6520000,202665200000800650,제주특별자치도 서귀포시 대륜동,제주특별자치도 서귀포시 일주동로 9146,제주특별자치도 서귀포시 서호동 1609,시설물관리,3,,반경 5m,30,,064-760-4762,33.2481628843,126.5159145083,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:04
6520000,202665200000800658,제주특별자치도 서귀포시 중문동,제주특별자치도 서귀포시 중문로81번길 38-1,제주특별자치도 서귀포시 중문동 1543-1,생활방범,3,,중문동 1543-1번지 일원,30,,064-760-4837,33.2572068,126.4238597,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:04
6520000,202665200000800045,제주특별자치도 서귀포시 체육진흥과,제주특별자치도 서귀포시 중산간서로 95,제주특별자치도 서귀포시 강정동 1461,시설물관리,14,,시설 내 외부,30,,064-760-3626,33.25987408,126.5017753,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:40:58
6520000,202665200000800341,제주특별자치도 서귀포시 성산읍,제주특별자치도 서귀포시 성산읍 삼달하동로31번길 31,제주특별자치도 서귀포시 성산읍 삼달리 1-9,시설물관리,7,,재활용도움센터 내외부,30,,064-760-4263,33.3699392959,126.8721688779,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:01
6520000,202665200000800349,제주특별자치도 서귀포시 성산읍,제주특별자치도 서귀포시 성산읍 고성오조로 42,제주특별자치도 서귀포시 성산읍 고성리 336-2,시설물관리,2,,영농폐기물집하장 주변,30,,064-760-4262,33.44655494,126.9157478,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:01
6520000,202665200000800052,제주특별자치도 서귀포시 체육진흥과,제주특별자치도 서귀포시 표선면 민속해안로 631-12,제주특별자치도 서귀포시 표선면 표선리 40-115,시설물관리,28,,시설 내 외부,30,,064-760-3626,33.323601133,126.8395239472,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:40:59
6520000,202665200000800377,제주특별자치도 서귀포시 성산읍,제주특별자치도 서귀포시 성산읍 시흥상동로 31,제주특별자치도 서귀포시 성산읍 시흥리 700-1,시설물관리,2,,클린하우스 주변,30,,064-760-4262,33.4721101631,126.8998530968,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:01
6520000,202665200000800325,제주특별자치도 서귀포시 대정읍,제주특별자치도 서귀포시 대정읍 영어도시로 35-3,제주특별자치도 서귀포시 대정읍 보성리 173-1,시설물관리,5,,영어도시로 35-3,30,,064-760-4062,33.2756465326,126.2784252143,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:41:01
6520000,202665200000800127,제주특별자치도 서귀포시 안전총괄과,제주특별자치도 서귀포시 남원읍 신례천로 124,제주특별자치도 서귀포시 남원읍 신례리 1223,재난재해,1,,시설 외부 360도,30,,064-760-3283,33.29311366,126.6253166,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:40:59
6520000,202665200000800137,제주특별자치도 서귀포시 안전총괄과,제주특별자치도 서귀포시 대정읍 하모항구로 40,제주특별자치도 서귀포시 대정읍 하모리 770-31,재난재해,1,,시설 외부 360도,30,,064-760-3283,33.2175424806,126.2497973289,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:40:59
6520000,202665200000800072,제주특별자치도 서귀포시 서귀포공립미술관,제주특별자치도 서귀포시 소암로 15,제주특별자치도 서귀포시 서귀동 157-1,시설물관리,20,,시설 내외부(전방),30,,064-760-3513,33.2451236,126.5674212,2025-05-12,I,2026-05-15 18:45:39,2026-05-13 10:40:59
