개방자치단체코드,관리번호,과속방지턱관리번호,도로명,시도명,시군구명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,WGS84위도,WGS84경도,보차분리여부,연속형여부,과속방지턱설치연도,관리기관명,관리기관전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
6510000,202465100000601814,,제주특별자치도 제주시 아봉로,제주특별자치도,제주시,제주특별자치도 제주시 아봉로 427,제주특별자치도 제주시 월평동 419-6,제주특별자치도 제주시 월평동 419-6,원호형,원호형,10,360,500,일반,Y,33.4708863897,126.5807151446,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:35
6510000,202465100000601922,,제주특별자치도 제주시 한북로,제주특별자치도,제주시,제주특별자치도 제주시 한북로 35,제주특별자치도 제주시 오등동 1730-8,제주특별자치도 제주시 오등동 1730-8,원호형,원호형,10,360,500,일반,Y,33.4645882100,126.5203710000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:36
6510000,202465100000601412,,제주특별자치도 제주시 남녕로,제주특별자치도,제주시,제주특별자치도 제주시 남녕로 28-5,제주특별자치도 제주시 연동 1955-7,제주특별자치도 제주시 연동 1955-7,원호형,원호형,8,360,500,일반,Y,33.4909097857,126.4816247499,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:32
6510000,202465100000601709,,제주특별자치도 제주시 간월동로,제주특별자치도,제주시,제주특별자치도 제주시 간월동로 54,제주특별자치도 제주시 아라이동 1397-4,제주특별자치도 제주시 아라이동 1397-4,원호형,가상형,0,340,500,일반,Y,33.4876155878,126.5479777429,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:34
6510000,202465100000600274,,제주특별자치도 제주시 서사로 13길,제주특별자치도,제주시,제주특별자치도 제주시 서사로13길 19,제주특별자치도 제주시 삼도일동 540-23,제주특별자치도 제주시 삼도일동 540-23,원호형,원호형,10,360,500,일반,Y,33.5040094305,126.5216073057,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:25
6510000,202465100000600538,,제주특별자치도 제주시 거로남4길,제주특별자치도,제주시,제주특별자치도 제주시 거로남4길 18,제주특별자치도 제주시 화북이동 3350-1,제주특별자치도 제주시 화북이동 3350-1,원호형,원호형,10,360,500,일반,Y,33.5081709700,126.5607212000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000602017,,제주특별자치도 제주시 공설로9길,제주특별자치도,제주시,제주특별자치도 제주시 공설로11길 11-2,제주특별자치도 제주시 오라일동 2449-7,제주특별자치도 제주시 오라일동 2449-7,원호형,원호형,10,360,500,일반,Y,33.4969938200,126.5191477000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:36
6510000,202465100000601230,,제주특별자치도 제주시 천수로13길,제주특별자치도,제주시,제주특별자치도 제주시 천수로13길 15,제주특별자치도 제주시 일도이동 404-2,제주특별자치도 제주시 일도이동 404-2,원호형,원호형,8,360,500,일반,Y,33.5069086480,126.5436834764,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:31
6510000,202465100000600121,,제주특별자치도 제주시 북흘로,제주특별자치도,제주시,,제주특별자치도 제주시 조천읍 선흘리 1000-1,제주특별자치도 제주시 조천읍 선흘리 1000-1,원호형,원호형,10,360,500,일반,Y,33.5169153206,126.7060529357,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:24
6510000,202465100000601422,,제주특별자치도 제주시 성신북길,제주특별자치도,제주시,제주특별자치도 제주시 성신북길 8-5,제주특별자치도 제주시 연동 1959-2,제주특별자치도 제주시 연동 1959-2,원호형,원호형,10,360,500,일반,Y,33.4913086762,126.4829475167,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:32
6510000,202465100000601249,,제주특별자치도 제주시 천수로8길,제주특별자치도,제주시,제주특별자치도 제주시 천수로8길 18,제주특별자치도 제주시 일도이동 47,제주특별자치도 제주시 일도이동 47,원호형,원호형,5,360,500,일반,Y,33.5042352100,126.5427920000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:31
6510000,202465100000600532,,제주특별자치도 제주시 선반로4길,제주특별자치도,제주시,제주특별자치도 제주시 선반남2길 13,제주특별자치도 제주시 화북일동 2146-6,제주특별자치도 제주시 화북일동 2146-6,원호형,원호형,10,360,500,일반,Y,33.5123479100,126.5610647000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000601480,,제주특별자치도 제주시 신대로15길,제주특별자치도,제주시,제주특별자치도 제주시 신대로15길 18,제주특별자치도 제주시 연동 313-90,제주특별자치도 제주시 연동 313-90,원호형,원호형,10,360,500,일반,Y,33.4865482700,126.4984131000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:32
6510000,202465100000601906,,제주특별자치도 제주시 첨단로,제주특별자치도,제주시,제주특별자치도 제주시 첨단로 216-19,제주특별자치도 제주시 영평동 2184,제주특별자치도 제주시 영평동 2184,원호형,원호형,10,360,500,일반,Y,33.4524499500,126.5708658000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:35
6510000,202465100000600204,,제주특별자치도 제주시 성지로,제주특별자치도,제주시,제주특별자치도 제주시 성지로 47,제주특별자치도 제주시 일도일동 1098,제주특별자치도 제주시 일도일동 1098,원호형,원호형,10,370,500,일반,Y,33.5110324780,126.5281700678,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:25
6510000,202465100000600008,,제주특별자치도 제주시 항몽로,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 항몽로 152,제주특별자치도 제주시 애월읍 상귀리 485-1,제주특별자치도 제주시 애월읍 상귀리 485-1,원호형,원호형,10,360,500,일반,Y,33.4709559782,126.4084566305,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:24
6510000,202465100000600367,,제주특별자치도 제주시 공항로1길,제주특별자치도,제주시,제주특별자치도 제주시 공항로1길 34,제주특별자치도 제주시 용담이동 1554-1,제주특별자치도 제주시 용담이동 1554-1,원호형,원호형,8,360,500,일반,Y,33.5031468500,126.4999553000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:25
6510000,202465100000600614,,제주특별자치도 제주시 아봉로,제주특별자치도,제주시,제주특별자치도 제주시 아봉로 548-7,제주특별자치도 제주시 용강동 679-3,제주특별자치도 제주시 용강동 679-3,원호형,원호형,10,360,500,일반,Y,33.4770894737,126.5869974001,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:27
6510000,202465100000600688,,제주특별자치도 제주시 정존5길,제주특별자치도,제주시,제주특별자치도 제주시 수덕로 44,제주특별자치도 제주시 노형동 2583-1,제주특별자치도 제주시 노형동 2583-1,원호형,원호형,10,360,500,일반,Y,33.4871157588,126.4732126839,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:27
6510000,202465100000600962,,제주특별자치도 제주시 백포서길,제주특별자치도,제주시,제주특별자치도 제주시 백포서길 35,제주특별자치도 제주시 이호일동 389-1,제주특별자치도 제주시 이호일동 389-1,원호형,원호형,8,360,500,일반,Y,33.5019389100,126.4574425000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:29
6510000,202465100000600391,,제주특별자치도 제주시 서해안로,제주특별자치도,제주시,제주특별자치도 제주시 서해안로 572,제주특별자치도 제주시 용담삼동 1100,제주특별자치도 제주시 용담삼동 1100,원호형,가상형,0,360,500,일반,Y,33.5190218000,126.4992710000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000601809,,제주특별자치도 제주시 아봉로,제주특별자치도,제주시,제주특별자치도 제주시 아봉로 364-8,제주특별자치도 제주시 월평동 995,제주특별자치도 제주시 월평동 995,원호형,원호형,10,380,500,일반,Y,33.4693801000,126.5737394000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:35
6510000,202465100000601333,,제주특별자치도 제주시 복지로북길,제주특별자치도,제주시,제주특별자치도 제주시 복지로북길 13,제주특별자치도 제주시 도남동 698-5,제주특별자치도 제주시 도남동 698-5,원호형,원호형,10,360,500,일반,Y,33.4891170100,126.5216301000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:31
6510000,202465100000601420,,제주특별자치도 제주시 남녕로4길,제주특별자치도,제주시,제주특별자치도 제주시 남녕로4길 10,제주특별자치도 제주시 연동 1957-5,제주특별자치도 제주시 연동 1957-5,원호형,원호형,8,360,500,일반,Y,33.4908281000,126.4823365000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:32
6510000,202465100000601818,,제주특별자치도 제주시 아봉로,제주특별자치도,제주시,제주특별자치도 제주시 아봉로 77,제주특별자치도 제주시 아라이동 938-2,제주특별자치도 제주시 아라이동 938-2,원호형,가상형,0,360,500,일반,Y,33.4785128700,126.5523432000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:35
6510000,202465100000601144,,제주특별자치도 제주시 해맞이해안로,제주특별자치도,제주시,,제주특별자치도 제주시 구좌읍 월정리 554-7,제주특별자치도 제주시 구좌읍 월정리 554-7,원호형,원호형,10,360,500,일반,Y,33.5562583873,126.7950812426,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:30
6510000,202465100000601890,,제주특별자치도 제주시 인다8길,제주특별자치도,제주시,제주특별자치도 제주시 인다8길 7,제주특별자치도 제주시 아라일동 6109-16,제주특별자치도 제주시 아라일동 6109-16,원호형,원호형,8,360,500,일반,Y,33.4762940000,126.5456906000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:35
6510000,202465100000601337,,제주특별자치도 제주시 남광북3길,제주특별자치도,제주시,제주특별자치도 제주시 남광북3길 18-15,제주특별자치도 제주시 이도이동 1076-8,제주특별자치도 제주시 이도이동 1076-8,원호형,원호형,8,360,500,일반,Y,33.4941907100,126.5372480000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:31
6510000,202465100000600362,,제주특별자치도 제주시 월성로4길,제주특별자치도,제주시,제주특별자치도 제주시 월성로4길 76,제주특별자치도 제주시 용담이동 1726-3,제주특별자치도 제주시 용담이동 1726-3,원호형,원호형,8,360,500,일반,Y,33.4987089655,126.4981962280,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:25
6510000,202465100000602001,,제주특별자치도 제주시 동성길,제주특별자치도,제주시,제주특별자치도 제주시 동성길 22,제주특별자치도 제주시 오라삼동 2231-7,제주특별자치도 제주시 오라삼동 2231-7,원호형,원호형,10,360,500,일반,Y,33.4982548800,126.5102165000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:36
6510000,202465100000600236,,제주특별자치도 제주시 서사로 23길,제주특별자치도,제주시,제주특별자치도 제주시 서사로23길 3,제주특별자치도 제주시 삼도일동 571-4,제주특별자치도 제주시 삼도일동 571-4,원호형,원호형,10,360,500,일반,Y,33.4984072500,126.5202415000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:25
6510000,202465100000600499,,제주특별자치도 제주시 진남로,제주특별자치도,제주시,제주특별자치도 제주시 진남로 64,제주특별자치도 제주시 화북일동 1943,제주특별자치도 제주시 화북일동 1943,원호형,원호형,10,360,500,일반,Y,33.5236605900,126.5669954000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000601608,,제주특별자치도 제주시 지석10길,제주특별자치도,제주시,제주특별자치도 제주시 지석10길 11,제주특별자치도 제주시 삼양이동 2179-3,제주특별자치도 제주시 삼양이동 2179-3,원호형,원호형,10,360,500,일반,Y,33.5201838900,126.5829479000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:33
6510000,202465100000600091,,제주특별자치도 제주시 조함해안로,제주특별자치도,제주시,,제주특별자치도 제주시 조천읍 함덕리 3131-3,제주특별자치도 제주시 조천읍 함덕리 3131-3,원호형,원호형,10,360,500,일반,Y,33.5456892373,126.6609143225,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:24
6510000,202465100000601473,,제주특별자치도 제주시 선덕로3길,제주특별자치도,제주시,제주특별자치도 제주시 선덕로3길 25,제주특별자치도 제주시 연동 312-22,제주특별자치도 제주시 연동 312-22,원호형,원호형,10,360,500,일반,Y,33.4879935869,126.4985623291,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:32
6510000,202465100000600039,,제주특별자치도 제주시 하가로2길,제주특별자치도,제주시,,제주특별자치도 제주시 애월읍 하가리 1274-2,제주특별자치도 제주시 애월읍 하가리 1274-2,원호형,원호형,10,360,500,일반,Y,33.4625486298,126.3442867037,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:24
6510000,202465100000600442,,제주특별자치도 제주시 성화로,제주특별자치도,제주시,제주특별자치도 제주시 성화로 1,제주특별자치도 제주시 용담이동 885-12,제주특별자치도 제주시 용담이동 885-12,원호형,가상형,0,360,500,일반,Y,33.5103305200,126.5049320000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000600505,,제주특별자치도 제주시 진동로5길,제주특별자치도,제주시,제주특별자치도 제주시 진동로5길 43,제주특별자치도 제주시 화북일동 1944-15,제주특별자치도 제주시 화북일동 1944-15,원호형,원호형,10,360,500,일반,Y,33.5219259157,126.5675335337,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000601778,,제주특별자치도 제주시 제주대학로,제주특별자치도,제주시,,제주특별자치도 제주시 아라일동 329,제주특별자치도 제주시 아라일동 329,원호형,원호형,10,360,500,일반,Y,33.4590053240,126.5564843318,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:35
6510000,202465100000601414,,제주특별자치도 제주시 남녕로6길,제주특별자치도,제주시,제주특별자치도 제주시 남녕로6길 8,제주특별자치도 제주시 연동 1955-3,제주특별자치도 제주시 연동 1955-3,원호형,가상형,0,360,500,일반,Y,33.4913373600,126.4812039000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:32
6510000,202465100000600887,,제주특별자치도 제주시 우정로8길,제주특별자치도,제주시,제주특별자치도 제주시 우정로8길 8,제주특별자치도 제주시 외도일동 474-7,제주특별자치도 제주시 외도일동 474-7,원호형,원호형,10,360,500,일반,Y,33.4894387600,126.4300119000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:28
6510000,202465100000601958,,제주특별자치도 제주시 연사길,제주특별자치도,제주시,,제주특별자치도 제주시 오라이동 1371-4,제주특별자치도 제주시 오라이동 1371-4,원호형,원호형,10,360,500,일반,Y,33.4889741598,126.5133329382,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:36
6510000,202465100000601398,,제주특별자치도 제주시 신대로20길,제주특별자치도,제주시,제주특별자치도 제주시 신대로20길 7,제주특별자치도 제주시 연동 299-4,제주특별자치도 제주시 연동 299-4,원호형,원호형,8,360,500,일반,Y,33.4835626363,126.4953237668,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:32
6510000,202465100000600919,,제주특별자치도 제주시 연대마을길,제주특별자치도,제주시,제주특별자치도 제주시 연대마을길 21,제주특별자치도 제주시 외도이동 1963,제주특별자치도 제주시 외도이동 1963,원호형,원호형,10,360,500,일반,Y,33.4936883300,126.4264613000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:29
6510000,202465100000601551,,제주특별자치도 제주시 원당로3길,제주특별자치도,제주시,제주특별자치도 제주시 선사로4길 24,제주특별자치도 제주시 삼양일동 1661-5,제주특별자치도 제주시 삼양일동 1661-5,원호형,원호형,10,360,500,일반,Y,33.5248134700,126.5883650000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:33
6510000,202465100000601258,,제주특별자치도 제주시 연수로2길,제주특별자치도,제주시,제주특별자치도 제주시 연수로2길 27-1,제주특별자치도 제주시 일도이동 58-6,제주특별자치도 제주시 일도이동 58-6,원호형,원호형,5,360,500,일반,Y,33.5035295000,126.5460202000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:31
6510000,202465100000601792,,제주특별자치도 제주시 아란1길,제주특별자치도,제주시,제주특별자치도 제주시 아란1길 28,제주특별자치도 제주시 아라일동 6190,제주특별자치도 제주시 아라일동 6190,원호형,원호형,8,400,500,일반,Y,33.4754512663,126.5394072990,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:35
6510000,202465100000601691,,제주특별자치도 제주시 남성로11길,제주특별자치도,제주시,제주특별자치도 제주시 남성로11길 16-6,제주특별자치도 제주시 용담일동 252-5,제주특별자치도 제주시 용담일동 252-5,원호형,원호형,8,360,500,일반,Y,33.5066312600,126.5133895000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:34
6510000,202465100000601914,,제주특별자치도 제주시 한북로,제주특별자치도,제주시,제주특별자치도 제주시 한북로 133-3,제주특별자치도 제주시 오등동 768-1,제주특별자치도 제주시 오등동 768-1,원호형,원호형,10,370,500,일반,Y,33.4638025600,126.5303310000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:36
6510000,202465100000600808,,제주특별자치도 제주시 진군3길,제주특별자치도,제주시,제주특별자치도 제주시 진군중길 15,제주특별자치도 제주시 노형동 761,제주특별자치도 제주시 노형동 761,원호형,원호형,10,360,500,일반,Y,33.4775298600,126.4795947000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:28
6510000,202465100000601662,,제주특별자치도 제주시 매촌동길,제주특별자치도,제주시,제주특별자치도 제주시 매촌동길 147,제주특별자치도 제주시 도련이동 751-1,제주특별자치도 제주시 도련이동 751-1,원호형,원호형,10,360,500,일반,Y,33.5120589800,126.5967462000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:34
6510000,202465100000600457,,제주특별자치도 제주시 용화로11길,제주특별자치도,제주시,제주특별자치도 제주시 용화로11길 24,제주특별자치도 제주시 용담이동 603-75,제주특별자치도 제주시 용담이동 603-75,원호형,가상형,0,360,500,일반,Y,33.5116314300,126.5094453000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000601465,,제주특별자치도 제주시 선덕로,제주특별자치도,제주시,제주특별자치도 제주시 선덕로 23,제주특별자치도 제주시 연동 313-105,제주특별자치도 제주시 연동 313-105,원호형,원호형,10,360,500,일반,Y,33.4862162500,126.4994027000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:32
6510000,202465100000600099,,제주특별자치도 제주시 함덕21길,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 함덕20길 32,제주특별자치도 제주시 조천읍 함덕리 926,제주특별자치도 제주시 조천읍 함덕리 926,원호형,원호형,10,360,500,일반,Y,33.5385852324,126.6679860923,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:24
6510000,202465100000601816,,제주특별자치도 제주시 아봉로,제주특별자치도,제주시,제주특별자치도 제주시 아봉로 451,제주특별자치도 제주시 월평동 289,제주특별자치도 제주시 월평동 289,원호형,원호형,10,370,500,일반,Y,33.4705462700,126.5837527000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:35
6510000,202465100000600852,,제주특별자치도 제주시 논세길,제주특별자치도,제주시,,제주특별자치도 제주시 내도동 705,제주특별자치도 제주시 내도동 705,원호형,원호형,10,360,500,일반,Y,33.4920508871,126.4376012742,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:28
6510000,202465100000600678,,제주특별자치도 제주시 정원로,제주특별자치도,제주시,,제주특별자치도 제주시 노형동 1583-4,제주특별자치도 제주시 노형동 1583-4,원호형,원호형,10,360,500,일반,Y,33.4757994217,126.4769240259,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:27
6510000,202465100000601173,,제주특별자치도 제주시 삼성로9길,제주특별자치도,제주시,제주특별자치도 제주시 삼성로9길 42-1,제주특별자치도 제주시 일도이동 1028-43,제주특별자치도 제주시 일도이동 1028-43,원호형,원호형,8,360,500,일반,Y,33.5108273030,126.5293148416,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:30
6510000,202465100000600239,,제주특별자치도 제주시 서광로 21길,제주특별자치도,제주시,제주특별자치도 제주시 서광로21길 7,제주특별자치도 제주시 삼도일동 551-4,제주특별자치도 제주시 삼도일동 551-4,원호형,가상형,0,360,500,일반,Y,33.5007050400,126.5218716000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:25
6510000,202465100000601310,,제주특별자치도 제주시 정든로,제주특별자치도,제주시,제주특별자치도 제주시 정든로 20-8,제주특별자치도 제주시 이도이동 403-11,제주특별자치도 제주시 이도이동 403-11,원호형,원호형,10,360,500,일반,Y,33.4968878600,126.5400652000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:31
6510000,202465100000601032,,제주특별자치도 제주시 다호북길,제주특별자치도,제주시,,제주특별자치도 제주시 도두일동 1349-1,제주특별자치도 제주시 도두일동 1349-1,원호형,원호형,8,360,500,일반,Y,33.5000181868,126.4759518893,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:29
6510000,202465100000601156,,제주특별자치도 제주시 평대13길,제주특별자치도,제주시,제주특별자치도 제주시 구좌읍 평대13길 32,제주특별자치도 제주시 구좌읍 평대리 3350-10,제주특별자치도 제주시 구좌읍 평대리 3350-10,원호형,원호형,10,360,500,일반,Y,33.5255357938,126.8534165739,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:30
6510000,202465100000600470,,제주특별자치도 제주시 진서로,제주특별자치도,제주시,,제주특별자치도 제주시 화북일동 4056-4,제주특별자치도 제주시 화북일동 4056-4,원호형,원호형,10,360,500,일반,Y,33.5241232072,126.5636645617,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000601099,,제주특별자치도 제주시 한림로,제주특별자치도,제주시,,제주특별자치도 제주시 한림읍 금능리 2033,제주특별자치도 제주시 한림읍 금능리 2033,원호형,원호형,10,360,500,일반,Y,33.3901447139,126.2364973600,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:30
6510000,202465100000600060,,제주특별자치도 제주시 신북로,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 조함해안로 29,제주특별자치도 제주시 조천읍 조천리 2683,제주특별자치도 제주시 조천읍 조천리 2683,원호형,원호형,10,360,500,일반,Y,33.5395832533,126.6369073195,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:24
6510000,202465100000601299,,제주특별자치도 제주시 도남로72,제주특별자치도,제주시,제주특별자치도 제주시 도남로 72,제주특별자치도 제주시 도남동 54-14,제주특별자치도 제주시 도남동 54-14,원호형,원호형,10,360,500,일반,Y,33.4939880700,126.5276982000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:31
6510000,202465100000600673,,제주특별자치도 제주시 광평중길,제주특별자치도,제주시,제주특별자치도 제주시 광평중길 66,제주특별자치도 제주시 노형동 3122-11,제주특별자치도 제주시 노형동 3122-11,원호형,원호형,10,360,500,일반,Y,33.4803600821,126.4679454976,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:27
6510000,202465100000600358,,제주특별자치도 제주시 월성로4길,제주특별자치도,제주시,제주특별자치도 제주시 월성로4길 18,제주특별자치도 제주시 용담이동 687-1,제주특별자치도 제주시 용담이동 687-1,원호형,원호형,8,360,500,일반,Y,33.5018640200,126.5032585000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:25
6510000,202465100000601208,,제주특별자치도 제주시 고마로11길,제주특별자치도,제주시,제주특별자치도 제주시 고마로11길 22,제주특별자치도 제주시 일도이동 322-22,제주특별자치도 제주시 일도이동 322-22,원호형,원호형,8,360,500,일반,Y,33.5104215700,126.5399673000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:30
6510000,202465100000601861,,제주특별자치도 제주시 인다10길,제주특별자치도,제주시,제주특별자치도 제주시 인다10길 58,제주특별자치도 제주시 아라일동 6122-8,제주특별자치도 제주시 아라일동 6122-8,원호형,원호형,10,360,500,일반,Y,33.4742035100,126.5517947000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:35
