개방자치단체코드,관리번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분명,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
6510000,202465100000700278,제주동문시장,6번 게이트 반대편 중앙,제주특별자치도,제주시,기타,KT,Jeju Free Wifi,,제주특별자치도 제주시 오현길 90,제주특별자치도 제주시 이도일동 1349-17,제주특별자치도 정보정책과,064-710-2352,33.5126938,126.5257258,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:42
6510000,202465100000701333,조천환승정류장(조천우체국) (조천리방면),조천우체국버스정류장,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 조천읍 신북로 249,제주특별자치도 제주시 조천읍 조천리 2360-1,제주특별자치도 정보정책과,064-710-2352,33.5377344,126.6386882,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:52
6510000,202465100000700756,서문가구거리,클린하우스 서,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 서문로 55,제주특별자치도 제주시 용담일동 131-3,제주특별자치도 정보정책과,064-710-2352,33.5115617,126.5169842,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:46
6510000,202465100000701584,17코스,Kt IP주 서쪽올레길 방향,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 도두항길 4-17,제주특별자치도 제주시 도두일동 산2,제주특별자치도 정보정책과,064-710-2352,33.5066565,126.4673045,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:55
6510000,202465100000701351,방일리공원,CCTV폴에 북동쪽으로 지향 1개,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 노형동 3812-2,제주특별자치도 정보정책과,064-710-2352,33.4779059,126.4768265,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:52
6510000,202465100000701062,연동한일시티파크 (한라병원방면),CCTV POLE,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 도령로 108,제주특별자치도 제주시 연동 260-9,제주특별자치도 정보정책과,064-710-2352,33.4913319,126.489482,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:49
6510000,202465100000701352,방일리공원,정류장 옆 가로등에 방일리공원 방향 지향성 1개,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 정원로 49,제주특별자치도 제주시 노형동 755,제주특별자치도 정보정책과,064-710-2352,33.4775924,126.477725,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:52
6510000,202465100000700768,새별오름,상황실 외벽,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 애월읍 봉성리 4554-14,제주특별자치도 정보정책과,064-710-2352,33.3631705,126.3585808,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:47
6510000,202465100000701123,은남동 (도호동방면),정류장 지붕에 무지향 1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 노연로 100,제주특별자치도 제주시 연동 274-16,제주특별자치도 정보정책과,064-710-2352,33.4854989,126.4909713,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:50
6510000,202465100000701121,제주대학교 (종점방면),정류장 IP주에 동쪽으로 지향1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 아라이동 35-2,제주특별자치도 정보정책과,064-710-2352,33.4600302,126.5615436,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:50
6510000,202465100000701267,월평마을 (제주중앙고등학교방면),월평마을 버스정류장 지붕,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 월평동 1039-2,제주특별자치도 정보정책과,064-710-2352,33.4697434,126.5750882,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:52
6510000,202465100000701520,21코스,가로등 올레길정자 및 공영주차장 방향,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 구좌읍 종달로1길 124-5,제주특별자치도 제주시 구좌읍 종달리 572,제주특별자치도 정보정책과,064-710-2352,33.4941831,126.90877,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:54
6510000,202465100000700390,제주고산리유적안내센타,실내 안내부스 위,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 한경면 노을해안로 1100,제주특별자치도 제주시 한경면 고산리 3650-1,제주특별자치도 정보정책과,064-710-2352,33.3042058,126.1663001,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:43
6510000,202465100000700348,제주동문시장,골목시장 간판 북쪽,제주특별자치도,제주시,기타,KT,Jeju Free Wifi,,제주특별자치도 제주시 중앙로 63-10,제주특별자치도 제주시 이도일동 1409-2,제주특별자치도 정보정책과,064-710-2352,33.5116824,126.5248281,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:43
6510000,202465100000701319,광령1리사무소 (광령초등학교방면),광령1리사무소 버스정류장측면(올레코스),제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 애월읍 광성로 304,제주특별자치도 제주시 애월읍 광령리 1276-3,제주특별자치도 정보정책과,064-710-2352,33.4607838,126.4397374,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:52
6510000,202465100000700979,애월고등학교 (고내리방면),IP주- 건너편 애월고등학교 (남)정류장 방향,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 애월읍 고내리 830,제주특별자치도 정보정책과,064-710-2352,33.4626266,126.3347013,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:49
6510000,202465100000700310,제주동문시장,10번 게이트 옆 고객 쉼터 위,제주특별자치도,제주시,기타,KT,Jeju Free Wifi,,,제주특별자치도 제주시 일도일동 1104-9,제주특별자치도 정보정책과,064-710-2352,33.5117416,126.5282927,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:43
6510000,202465100000701072,제대마을 (제주대학교 입구방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 아라일동 452-2,제주특별자치도 정보정책과,064-710-2352,33.4577132,126.5538052,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:49
6510000,202465100000700649,옹포천_어울공원,여자 화장실 외벽 - 서,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 한림읍 월계로 30,제주특별자치도 제주시 한림읍 옹포리 17,제주특별자치도 정보정책과,064-710-2352,33.404064,126.2592983,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:45
6510000,202465100000701001,신촌리 (신촌초등학교방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 조천읍 신촌리 1893,제주특별자치도 정보정책과,064-710-2352,33.534695,126.6214784,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:49
6510000,202465100000700434,전흘항구,IP주 상부-북,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 우도면 연평리 890-2,제주특별자치도 정보정책과,064-710-2352,33.5191468,126.9502542,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:44
6510000,202465100000700906,도평초등학교 (성지요양원방면),버스정류장 동쪽 내부 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 도평동 1353-6,제주특별자치도 정보정책과,064-710-2352,33.481732,126.4458817,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:48
6510000,202465100000700257,제주세계자연유산센터,1층 안내소 매장 천장,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 조천읍 선교로 569-36,제주특별자치도 제주시 조천읍 선흘리 478,제주특별자치도 정보정책과,064-710-2352,33.4569595,126.7145245,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:42
6510000,202465100000700409,절물자연휴양림,보안등 69번 중단 지향,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 명림로 584,제주특별자치도 제주시 봉개동 산78-1,제주특별자치도 정보정책과,064-710-2352,33.4313587,126.6225876,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:43
6510000,202465100000700196,지하상가,지하상가 9&10 출구 홀(지하상가),제주특별자치도,제주시,기타,KT,Jeju Free Wifi,,제주특별자치도 제주시 중앙로 지하 60,제주특별자치도 제주시 일도일동 1425-3,제주특별자치도 정보정책과,064-710-2352,33.5132764,126.5246826,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:42
6510000,202465100000701151,우령이 마을 (외도부영 1차아파트방면),정류장 지붕에 무지향 1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 우정로 50,제주특별자치도 제주시 외도일동 498-9,제주특별자치도 정보정책과,064-710-2352,33.488527,126.4306431,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:50
6510000,202465100000701663,1-15호어린이공원,CCTV pole,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 일도이동 355-8,제주특별자치도 정보정책과,064-710-2352,33.5089205,126.5405557,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:55
6510000,202465100000700148,탑동 테마거리,공원화장실 지붕 남,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 탑동해안로 46,제주특별자치도 제주시 삼도이동 1256,제주특별자치도 정보정책과,064-710-2352,33.5186412,126.5201893,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:41
6510000,202465100000700194,지하상가,지하상가 중앙 서쪽(지하상가),제주특별자치도,제주시,기타,KT,Jeju Free Wifi,,제주특별자치도 제주시 중앙로 지하 60,제주특별자치도 제주시 일도일동 1425-3,제주특별자치도 정보정책과,064-710-2352,33.5132764,126.5246826,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:42
6510000,202465100000700640,용담해안 카페촌거리,IP주상단 해안도로 동쪽,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 서해안로 516,제주특별자치도 제주시 용담삼동 2292,제주특별자치도 정보정책과,064-710-2352,33.5197787,126.4941327,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:45
6510000,202465100000700596,월령선인장 군락지,전기충전소 IP주 상부,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 한림읍 월령1길 11,제주특별자치도 제주시 한림읍 월령리 424-1,제주특별자치도 정보정책과,064-710-2352,33.3759196,126.2156101,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:45
6510000,202465100000700680,애월국민체육센터,1층 홀 정수기위 천정,제주특별자치도,제주시,지역문화시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 애월읍 하귀동남1길 22,제주특별자치도 제주시 애월읍 하귀1리 199,제주특별자치도 정보정책과,064-710-2352,33.4848874,126.4138599,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:46
6510000,202465100000700048,함덕 서우봉 해변,공중화장실옆ip주 지붕(해변 및 화장실),제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 조천읍 함덕리 산14-1,제주특별자치도 정보정책과,064-710-2352,33.5431956,126.6699878,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:40
6510000,202465100000701106,평대초등학교 (평대리사무소방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 구좌읍 평대리 1719-8,제주특별자치도 정보정책과,064-710-2352,33.5294683,126.8389005,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:50
6510000,202465100000700288,제주동문시장,커뮤니티 라운지 옆 천장 위,제주특별자치도,제주시,기타,KT,Jeju Free Wifi,,제주특별자치도 제주시 동문로 16,제주특별자치도 제주시 일도일동 1148-2,제주특별자치도 정보정책과,064-710-2352,33.5127517,126.5283186,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:42
6510000,202465100000700447,전기차충전소_한림금능농공단지 내 제주맥주,인입 ip주 상부,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 한림읍 금능농공길 62-11,제주특별자치도 제주시 한림읍 금능리 407-14,제주특별자치도 정보정책과,064-710-2352,33.3585965,126.241178,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:44
6510000,202465100000701207,외도초등학교 (일우 한란 아파트방면),정류장 지붕에 무지향 1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 일주서로 7369,제주특별자치도 제주시 외도이동 284,제주특별자치도 정보정책과,064-710-2352,33.4940187,126.4342993,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:51
6510000,202465100000701260,화북초등학교 (화북남문방면),반대편 버스정류장 동쪽 외부 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 화북일동 3806-3,제주특별자치도 정보정책과,064-710-2352,33.5175199,126.5620027,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:51
6510000,202465100000700547,전기차충전소_느지리오름주차장,중계기,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 한림읍 상명리 1990,제주특별자치도 정보정책과,064-710-2352,33.3626315,126.2613809,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:45
6510000,202465100000700877,GM빌라 (온난화대응농업연구소방면),버스정류장 상부,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 오등동 1678-1,제주특별자치도 정보정책과,064-710-2352,33.4666741,126.5208795,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:48
6510000,202465100000700795,삼다수숲길 주차장,충전소 내부 우측 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 조천읍 남조로 1793,제주특별자치도 제주시 조천읍 교래리 280,제주특별자치도 정보정책과,064-710-2352,33.4277088,126.6740208,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:47
6510000,202465100000701652,122호공원,CCTV POLE,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 아라일동 6159,제주특별자치도 정보정책과,064-710-2352,33.4717884,126.5508497,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:55
6510000,202465100000700971,수산리사무소앞 (수산리사무소방면),버스정류장 상부,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 애월읍 수산리 463-12,제주특별자치도 정보정책과,064-710-2352,33.4675487,126.3934149,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:48
6510000,202465100000700617,우도봉,우도아이스크림 건물 외벽 -동,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 우도면 우도봉길 47,제주특별자치도 제주시 우도면 연평리 343-2,제주특별자치도 정보정책과,064-710-2352,33.4936564,126.9596981,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:45
6510000,202465100000700014,홍익영아원,다윗동 1층 내부,제주특별자치도,제주시,서민·복지시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 화삼로 145,제주특별자치도 제주시 도련일동 1888,제주특별자치도 정보정책과,064-710-2352,33.5168018,126.5857694,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:40
6510000,202465100000700872,신광사거리 (연동입구방면),버스정류장 상부,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 연삼로 8,제주특별자치도 제주시 연동 280-9,제주특별자치도 정보정책과,064-710-2352,33.4934331,126.4932332,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:48
6510000,202465100000701066,제성마을 (신성마을방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 일주서로 7852,제주특별자치도 제주시 연동 2303-3,제주특별자치도 정보정책과,064-710-2352,33.4934916,126.4854632,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:49
6510000,202465100000701453,김녕 성세기 해변,해변주차장 클린하우스,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,제주특별자치도 제주시 구좌읍 김녕리 497-4,제주특별자치도 정보정책과,064-710-2352,33.5570213,126.759877,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:53
6510000,202465100000701478,구좌체육관,2층 방송실 우측,제주특별자치도,제주시,지역문화시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 구좌읍 김녕로 209,제주특별자치도 제주시 구좌읍 김녕리 497-1,제주특별자치도 정보정책과,064-710-2352,33.556278,126.7621814,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:54
6510000,202465100000701698,절물자연휴양림,주차 매표소 벽,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 명림로 584,제주특별자치도 제주시 봉개동 산 78-1,제주특별자치도 정보정책과,064-710-2379,33.4400488100,126.6252034000,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:56
6510000,202465100000701220,영평동 (신성여자중고등학교방면),길건너 정류장 방향 지향 1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 아봉로 177-2,제주특별자치도 제주시 영평동 2445,제주특별자치도 정보정책과,064-710-2352,33.4793307,126.562903,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:51
6510000,202465100000700526,전기차충전소_수목원테마파크,옥상에서 전기차충전소방향,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동 1320,제주특별자치도 정보정책과,064-710-2352,33.4703692,126.4878987,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:44
6510000,202465100000700564,전기차충전소_GS25 너울빌리지점,전기 IP주 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 한경면 금등리 646-3,제주특별자치도 정보정책과,064-710-2352,33.3627019,126.1937053,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:45
6510000,202465100000700631,용연공원,화장실 서쪽 외벽,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 용담일동 351,제주특별자치도 정보정책과,064-710-2352,33.5128813,126.5150028,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:45
6510000,202465100000701278,삼양초등학교 (원당분화원방면),버스정류장 지붕위,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 삼양이동 2186-1,제주특별자치도 정보정책과,064-710-2352,33.521203,126.5835342,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:52
6510000,202465100000700047,함덕 서우봉 해변,공중화장실옆ip주 지붕(해변 및 화장실),제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 조천읍 함덕리 산14-1,제주특별자치도 정보정책과,064-710-2352,33.5431956,126.6699878,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:40
6510000,202465100000700307,제주동문시장,동문공설시장 입구 제주시 종합안내센터 위(풍물로),제주특별자치도,제주시,기타,KT,Jeju Free Wifi,,제주특별자치도 제주시 동문로4길 7,제주특별자치도 제주시 일도일동 1142,제주특별자치도 정보정책과,064-710-2352,33.5124995,126.5283444,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:42
6510000,202465100000700701,신산공원,CCTV POLE,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 동광로 69,제주특별자치도 제주시 일도이동 852,제주특별자치도 정보정책과,064-710-2352,33.5044755,126.5351848,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:46
6510000,202465100000701079,삼양종점 (삼양1동방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 선사로8길 81,제주특별자치도 제주시 삼양일동 1577-13,제주특별자치도 정보정책과,064-710-2352,33.5294922,126.5925601,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:50
6510000,202465100000700925,신제주초등학교 (도호동방면),버스정류소 천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 신대로 145,제주특별자치도 제주시 연동 304-26,제주특별자치도 정보정책과,064-710-2352,33.4842885,126.4967161,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:48
6510000,202465100000701323,대섬입구 (조천읍사무소방면),반대편 버스정류장 서쪽 외부 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 조천읍 신촌리 529-17,제주특별자치도 정보정책과,064-710-2352,33.5358534,126.6259279,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:52
6510000,202465100000701645,12코스,1주 건너 IP주 - 동쪽 수월봉 주차장,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 한경면 고산리 3758-1,제주특별자치도 정보정책과,064-710-2352,33.2941246,126.1637199,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:55
6510000,202465100000700822,비자림,관리실 옥상 남,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 구좌읍 비자숲길 62,제주특별자치도 제주시 구좌읍 평대리 3164-1,제주특별자치도 정보정책과,064-710-2352,33.4912478,126.8102603,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:47
6510000,202465100000700735,세화 해변,세화민속오일시장 공중화장실 동,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 구좌읍 해맞이해안로 1412,제주특별자치도 제주시 구좌읍 세화리 1500-5,제주특별자치도 정보정책과,064-710-2352,33.5259539,126.8575279,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:46
6510000,202465100000701347,애월환승정류장(애월리) (애월신협방면),애월리버스정류장,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 애월읍 애월로 118,제주특별자치도 제주시 애월읍 애월리 1584-1,제주특별자치도 정보정책과,064-710-2352,33.4643999,126.319802,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:52
6510000,202465100000700965,한림공원 (협재해수욕장방면),버스정류소,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 한림읍 협재리 2514-15,제주특별자치도 정보정책과,064-710-2352,33.3918977,126.239164,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:48
6510000,202465100000700206,조천체육관,1층 홀,제주특별자치도,제주시,지역문화시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 조천읍 조천18길 11-1,제주특별자치도 제주시 조천읍 조천리 1176-1,제주특별자치도 정보정책과,064-710-2352,33.5391265,126.6439526,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:42
6510000,202465100000701028,인화동입구 (제주여자상업고등학교방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 일도이동 421,제주특별자치도 정보정책과,064-710-2352,33.5133827,126.5405023,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:49
6510000,202465100000701342,김녕환승정류장(김녕초등학교) (김녕리방면),김녕초등학교버스정류장,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 구좌읍 김녕로 125,제주특별자치도 제주시 구좌읍 김녕리 1665,제주특별자치도 정보정책과,064-710-2352,33.5550865,126.7512684,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:52
6510000,202465100000700164,칠성로 쇼핑거리,일도일동주민센터 공중화장실 벽면(동),제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 중앙로7길 15,제주특별자치도 제주시 일도일동 1306-7,제주특별자치도 정보정책과,064-710-2352,33.5150456,126.5263747,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:41
6510000,202465100000701555,19코스,정류장 처마 (올레코스),제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 조천읍 신촌리 1143-14,제주특별자치도 정보정책과,064-710-2352,33.5115106,126.6250966,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:54
6510000,202465100000700606,우도한반도여 입구해변,IP 주,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 우도면 연평리 1735-4,제주특별자치도 정보정책과,064-710-2352,33.4923598,126.9524177,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:45
6510000,202465100000700543,전기차충전소_동부보건소,2층 베란다,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 구좌읍 김녕리 1696,제주특별자치도 정보정책과,064-710-2352,33.5543645,126.7511926,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:44
6510000,202465100000700515,전기차충전소_애월읍사무소 전기차충전소,건물외벽 - 전기차충전소방향,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 애월읍 일주서로 6322,제주특별자치도 제주시 애월읍 애월리 240,제주특별자치도 정보정책과,064-710-2352,33.4619529,126.3295189,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:44
6510000,202465100000700313,제주동문시장,3층 스타트 업 스페이스 앞 천장,제주특별자치도,제주시,기타,KT,Jeju Free Wifi,,,제주특별자치도 제주시 일도일동 1362-1,제주특별자치도 정보정책과,064-710-2352,33.5142504,126.5254626,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:43
6510000,202465100000701695,노루생태관찰원,1층 전시실,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 명림로 520,제주특별자치도 제주시 봉개동 산 51-2,제주특별자치도 정보정책과,064-710-2376,33.4443239200,126.6266893000,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:56
6510000,202465100000701424,노형근린공원,공원화장실외벽에 지향성 1개 북,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 과원북4길 12,제주특별자치도 제주시 노형동 731,제주특별자치도 정보정책과,064-710-2352,33.4802848,126.4826053,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:53
6510000,202465100000700855,금능리 (금능해수욕장방면),버스정류장상부,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 한림읍 금능리 2072-2,제주특별자치도 정보정책과,064-710-2352,33.3872643,126.2322291,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:47
6510000,202465100000700092,한라수목원,관리소 외부벽면 동,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 수목원길 72,제주특별자치도 제주시 연동 1012,제주특별자치도 정보정책과,064-710-2352,33.4690562,126.490385,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:41
6510000,202465100000701456,금악오름,IP 주,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 한림읍 금악리 1210,제주특별자치도 정보정책과,064-710-2352,33.3510196,126.3057198,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:53
