주차장관리번호,주차장명,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,요금정보,위도,경도
405-1-000372,연평리 682-10,노상,,제주특별자치도 제주시 우도면 연평리 682-10,22,무료,33.5120499,126.959745
405-1-000373,"연평리 730, 740",노상,,제주특별자치도 제주시 우도면 연평리 730,14,무료,33.5185198,126.9593186
405-1-000374,연평리 1200-11,노상,,제주특별자치도 제주시 우도면 연평리 1200-11,8,무료,33.514385,126.9574268
405-1-000375,연평리 1290-5,노상,,제주특별자치도 제주시 우도면 연평리 1290-5,4,무료,33.5137253,126.9573777
405-1-000376,연평리 1290-5,노상,,제주특별자치도 제주시 우도면 연평리 1290-5,17,무료,33.5137253,126.9573777
405-1-000377,연평리 2565-1,노상,,제주특별자치도 제주시 우도면 연평리 2565-1,17,무료,33.5022579,126.9435056
405-2-000378,동문공설시장주차빌딩,노외,,제주특별자치도 제주시 일도일동 1103,282,유료,33.5120874,126.5282423
405-2-000379,북수구(지하),노외,,제주특별자치도 제주시 일도일동 1225,48,유료,,
405-2-000380,일도일동 1313,노외,,제주특별자치도 제주시 일도일동 1313,8,무료,33.5147319,126.5268645
405-2-000381,칠성상가2,노외,,제주특별자치도 제주시 일도일동 1401-13,14,유료,33.513992,126.5237586
405-2-000382,칠성상가1,노외,,제주특별자치도 제주시 일도일동 1476-1,19,유료,33.5141197,126.5263797
405-2-000383,제일주차빌딩,노외,,제주특별자치도 제주시 일도일동 1476-33,13,유료,33.5134838,126.5265959
405-1-000385,"일도일동 1181-5, 만덕로6길 19",노상,,제주특별자치도 제주시 일도일동 1181-5,5,무료,,
405-1-000386,동문로2길 29-5,노상,제주특별자치도 제주시 동문로2길 29-5,,2,무료,33.5106255,126.5271409
405-1-000387,"성지로 37, 47",노상,제주특별자치도 제주시 성지로 37,,6,무료,33.5106951,126.5274431
405-1-000388,성지로 47,노상,제주특별자치도 제주시 성지로 47,,2,무료,33.5110325,126.5281701
405-1-000389,신산로2길 17,노상,제주특별자치도 제주시 신산로2길 17,,1,무료,33.5122407,126.5299873
405-1-000390,동문로8길 10,노상,제주특별자치도 제주시 동문로8길 10,,2,무료,33.5121044,126.5300425
405-1-000391,동문로8길 14-1,노상,제주특별자치도 제주시 동문로8길 14-1,,3,무료,33.5116502,126.5300729
405-1-000392,성지로 63,노상,제주특별자치도 제주시 성지로 63,,3,무료,33.5114165,126.5300376
405-1-000393,"성지로 38, 40",노상,제주특별자치도 제주시 성지로 38,,5,무료,33.510359,126.5274035
405-1-000394,"성지로 42-1, 52",노상,제주특별자치도 제주시 성지로 42-1,,11,무료,33.5105997,126.5279191
405-2-000395,일도일동 1100-20,노외,,제주특별자치도 제주시 일도일동 1100-20,6,무료,33.5114974,126.528354
405-2-000396,일도이동 1006-35,노외,,제주특별자치도 제주시 일도이동 1006-35,7,무료,33.5123169,126.5339474
405-2-000397,일도이동 1020-1,노외,,제주특별자치도 제주시 일도이동 1020-1,8,무료,33.5102602,126.5328778
405-2-000398,"일도이동 1029-191, 253, 250, 285",노외,,제주특별자치도 제주시 일도이동 1029-191,27,무료,33.5085798,126.5308338
405-2-000399,일도이동 1029-22,노외,,제주특별자치도 제주시 일도이동 1029-22,6,무료,33.5099419,126.531376
405-2-000400,일도이동 1029-32,노외,,제주특별자치도 제주시 일도이동 1029-32,6,무료,33.5103673,126.5308433
405-2-000401,일도이동 1029-96,노외,,제주특별자치도 제주시 일도이동 1029-96,4,무료,33.5101415,126.5305764
405-2-000402,일도이동 1029-99,노외,,제주특별자치도 제주시 일도이동 1029-99,9,무료,33.5105722,126.5305728
405-2-000403,일도이동 1032-4 1032-5,노외,,제주특별자치도 제주시 일도이동 1032-4,21,유료,,
405-2-000404,일도이동 1033-3,노외,,제주특별자치도 제주시 일도이동 1033-3,3,무료,33.5087262,126.5322443
405-2-000405,일도2동공작물,노외,,제주특별자치도 제주시 일도이동 1036-6,32,무료,33.5073628,126.5307641
405-2-000406,일도이동 107,노외,,제주특별자치도 제주시 일도이동 107,7,무료,33.4992905,126.5463639
405-2-000407,일도이동 109-10,노외,,제주특별자치도 제주시 일도이동 109-10,8,무료,33.4980324,126.5463164
405-2-000408,동광 제2,노외,,제주특별자치도 제주시 일도이동 112,80,유료,33.4994744,126.5494403
405-2-000409,일도이동 132-14,노외,,제주특별자치도 제주시 일도이동 132-14,9,무료,33.5134721,126.5390967
405-2-000410,일도이동 152-41,노외,,제주특별자치도 제주시 일도이동 152-41,18,유료,33.5117412,126.5417928
405-2-000411,일도이동 163,노외,,제주특별자치도 제주시 일도이동 163,4,무료,33.5101845,126.5363926
405-2-000412,일도이동 163-40,노외,,제주특별자치도 제주시 일도이동 163-40,6,무료,33.5100696,126.5365246
405-2-000413,일도이동 318-9,노외,,제주특별자치도 제주시 일도이동 318-9,5,무료,33.5094644,126.5375141
405-2-000414,일도이동 357-7,노외,,제주특별자치도 제주시 일도이동 357-7,10,무료,33.5083568,126.5404973
405-2-000415,인제,노외,,제주특별자치도 제주시 일도이동 409-11,124,유료,33.5048166,126.5419257
405-2-000416,모로왓 제1,노외,,제주특별자치도 제주시 일도이동 488-1,120,유료,33.5106759,126.5441629
405-2-000417,모로왓 제2,노외,,제주특별자치도 제주시 일도이동 510,133,유료,33.5112911,126.5437968
405-2-000418,일도이동 71-13,노외,,제주특별자치도 제주시 일도이동 71-13,16,무료,33.5003718,126.5443594
405-2-000419,동광,노외,,제주특별자치도 제주시 일도이동 82-8,71,유료,33.4999675,126.5453722
405-2-000420,일도이동 88-1,노외,,제주특별자치도 제주시 일도이동 88-1,26,무료,33.4998183,126.5467669
405-2-000421,일도이동 984-3,노외,,제주특별자치도 제주시 일도이동 984-3,16,무료,33.5122378,126.5365564
405-2-000422,일도이동 994-19,노외,,제주특별자치도 제주시 일도이동 994-19,4,무료,33.5130022,126.532944
405-1-000423,"성지로 68, 68-1",노상,제주특별자치도 제주시 성지로 68,,2,무료,33.5112808,126.5304216
405-1-000424,성지로 72,노상,제주특별자치도 제주시 성지로 72,,2,무료,,
405-1-000425,"성지로 76-1, 신산로 48",노상,제주특별자치도 제주시 성지로 76-1,,29,무료,33.5115251,126.5313623
405-1-000426,삼성로7길 7,노상,제주특별자치도 제주시 삼성로7길 7,,1,무료,33.5075719,126.5302966
405-1-000427,국수거리,노상,제주특별자치도 제주시 삼성로 41,,4,무료,33.5069006,126.530059
405-1-000428,국수거리,노상,제주특별자치도 제주시 삼성로 57,,6,무료,33.5077538,126.5313813
405-1-000429,"신산로 19-1, 삼성로 81",노상,제주특별자치도 제주시 신산로 19-1,,31,무료,33.5115034,126.5318788
405-1-000430,"동문로 82, 일도이동 982-6",노상,제주특별자치도 제주시 동문로 82,,12,무료,33.5134586,126.5354956
405-1-000431,"신산로7길 49, 51",노상,제주특별자치도 제주시 신산로7길 49,,2,무료,33.5122477,126.5367104
405-1-000432,"신산로9길 7, 9",노상,제주특별자치도 제주시 신산로9길 7,,2,무료,33.5082539,126.5346175
405-1-000433,일도이동 318,노상,,제주특별자치도 제주시 일도이동 318,7,무료,33.509949,126.5372763
405-1-000434,일도이동 161,노상,,제주특별자치도 제주시 일도이동 161,6,무료,33.5115045,126.5381342
405-1-000435,"고마로 1, 동문로 118",노상,제주특별자치도 제주시 고마로 1,,7,무료,33.5138948,126.5386119
405-1-000436,"동문로 124, 동문로 126",노상,제주특별자치도 제주시 동문로 124,,2,무료,33.513709,126.539653
405-1-000437,고마로7길 11,노상,제주특별자치도 제주시 고마로7길 11,,3,무료,33.5118352,126.5398159
405-1-000438,고마로7길 11,노상,제주특별자치도 제주시 고마로7길 11,,4,무료,33.5118352,126.5398159
405-1-000439,일도이동 355-8,노상,,제주특별자치도 제주시 일도이동 355-8,5,무료,33.5087559,126.5405444
405-1-000440,고마로16길 16-2,노상,제주특별자치도 제주시 고마로16길 16-2,,1,무료,33.5051787,126.5396472
405-1-000441,"고마로16길 12, 14",노상,제주특별자치도 제주시 고마로16길 12,,2,무료,33.5054018,126.5399262
405-1-000442,"고마로14길 15, 19",노상,제주특별자치도 제주시 고마로14길 15,,4,무료,33.5056134,126.5395779
405-1-000443,"동광로16길 7, 고마로16길 16-1",노상,제주특별자치도 제주시 동광로16길 7,,4,무료,33.5050105,126.5390595
405-1-000444,"고마로16길 18-1, 22",노상,제주특별자치도 제주시 고마로16길 18-1,,3,무료,33.5048477,126.5397748
405-1-000445,동광로16길 21,노상,제주특별자치도 제주시 동광로16길 21,,1,무료,33.5043705,126.5398233
405-1-000446,"동광로16길 33, 가령골길 32",노상,제주특별자치도 제주시 동광로16길 33,,4,무료,33.5036113,126.5406928
405-1-000447,가령골길 20,노상,제주특별자치도 제주시 가령골길 20,,4,무료,33.5043826,126.5405513
405-1-000448,"가령골길 12, 14",노상,제주특별자치도 제주시 가령골길 12,,3,무료,33.5051385,126.5403034
405-1-000449,"천수동로2길 8, 고마로17길 19",노상,제주특별자치도 제주시 천수동로2길 8,,8,무료,33.5070609,126.5421616
405-1-000450,연수로2길 20,노상,제주특별자치도 제주시 연수로2길 20,,1,무료,33.5028975,126.545289
405-1-000451,"연수로1길 11, 연수로 3",노상,제주특별자치도 제주시 연수로1길 11,,24,무료,33.5015406,126.5440954
405-1-000452,"연수로2길 16, 14-1",노상,제주특별자치도 제주시 연수로2길 16,,4,무료,33.5027592,126.545006
405-1-000453,동광로18길 2,노상,제주특별자치도 제주시 동광로18길 2,,1,무료,33.5074984,126.5423477
405-2-000455,일도이동 55-8,노외,,제주특별자치도 제주시 일도이동 55-8,21,유료,33.5028391,126.5446163
405-2-000456,일도이동 320-10,노외,,제주특별자치도 제주시 일도이동 320-10,13,무료,33.5103266,126.5386719
405-2-000457,일도이동 132-19,노외,,제주특별자치도 제주시 일도이동 132-19,5,무료,33.513326,126.5387569
405-2-000458,"일도이동 338-7, 8",노외,,제주특별자치도 제주시 일도이동 338-7,16,무료,33.5066934,126.5352019
405-2-000459,일도이동 1033-3,노외,,제주특별자치도 제주시 일도이동 1033-3,3,무료,33.5087262,126.5322443
405-2-000460,일도이동 1029-21,노외,,제주특별자치도 제주시 일도이동 1029-21,10,무료,33.5099997,126.5314838
405-2-000461,일도일동 1476-33,노외,,제주특별자치도 제주시 일도일동 1476-33,13,무료,33.5134838,126.5265959
405-2-000463,광양,노외,,제주특별자치도 제주시 이도일동 1257-4,80,유료,33.5024165,126.5289226
405-2-000464,이도일동 1292-10,노외,,제주특별자치도 제주시 이도일동 1292-10,21,무료,33.5046329,126.5266639
405-2-000465,이도일동 1292-2,노외,,제주특별자치도 제주시 이도일동 1292-2,11,무료,33.5047224,126.5265224
405-2-000466,이도일동 1307,노외,,제주특별자치도 제주시 이도일동 1307,12,무료,33.5034672,126.5285864
405-2-000467,"이도일동 1324-21, 1324-14, 1324-13, 1324-19, 1321-2",노외,,제주특별자치도 제주시 이도일동 1324-21,7,무료,33.5067098,126.527779
405-2-000468,동문재래,노외,,제주특별자치도 제주시 이도일동 1330-5,119,유료,33.5108176,126.5260869
405-2-000469,동문수산시장,노외,,제주특별자치도 제주시 이도일동 1348-1,20,유료,33.5120664,126.5249028
405-2-000470,이도일동 1349-54,노외,,제주특별자치도 제주시 이도일동 1349-54,10,무료,33.5122143,126.5249141
405-2-000471,중앙로상점가,노외,,제주특별자치도 제주시 이도일동 1492-1,67,유료,33.5107179,126.5233726
405-2-000472,이도일동 1502-2,노외,,제주특별자치도 제주시 이도일동 1502-2,14,무료,33.5096083,126.5265003
405-2-000473,"이도일동 1510, 1511-1,1932-53, 1949-1",노외,,제주특별자치도 제주시 이도일동 1510,9,무료,33.5096917,126.5238836
405-2-000474,이도일동 1527-16,노외,,제주특별자치도 제주시 이도일동 1527-16,5,무료,33.5088422,126.5251786
405-2-000475,이도일동 1551-31,노외,,제주특별자치도 제주시 이도일동 1551-31,6,무료,33.509086,126.5258181
405-2-000476,이도일동 1554-1,노외,,제주특별자치도 제주시 이도일동 1554-1,4,무료,33.5085905,126.5269111
405-2-000477,이도일동 1555-25,노외,,제주특별자치도 제주시 이도일동 1555-25,6,무료,33.5087319,126.5269956
405-2-000478,이도일동 1696-9,노외,,제주특별자치도 제주시 이도일동 1696-9,12,유료,33.5075632,126.526381
405-2-000479,"이도일동 1698-2, 1563-18",노외,,제주특별자치도 제주시 이도일동 1698-2,12,무료,33.5085272,126.5257769
405-2-000480,이도일동 1701-12,노외,,제주특별자치도 제주시 이도일동 1701-12,4,무료,33.5079465,126.5251807
405-2-000481,"이도일동 1701-6,1701-14",노외,,제주특별자치도 제주시 이도일동 1701-6,10,무료,33.5080306,126.5254252
405-2-000482,시민회관남측,노외,,제주특별자치도 제주시 이도일동 1704-6,46,무료,33.5072286,126.5254689
405-2-000483,이도일동 1782-12,노외,,제주특별자치도 제주시 이도일동 1782-12,22,무료,33.5005566,126.5259292
405-2-000484,이도일동 1688-11,노외,,제주특별자치도 제주시 이도일동 1688-11,6,무료,33.5033395,126.5264294
405-1-000485,이도일동 1677-6,노상,,제주특별자치도 제주시 이도일동 1677-6,6,무료,33.5003218,126.5253354
405-1-000486,동문재래,노상,,제주특별자치도 제주시 이도일동 1330-65,91,유료,,
405-1-000487,"이도일동 1287-4, 1263-4",노상,,제주특별자치도 제주시 이도일동 1287-4,18,무료,33.5044235,126.5302602
405-1-000488,"동광로7길 26-1, 10",노상,제주특별자치도 제주시 동광로7길 26-1,,3,무료,33.5041379,126.5309075
405-1-000489,"동광로7길 16-2, 16-22",노상,제주특별자치도 제주시 동광로7길 16-2,,5,무료,33.5033608,126.5315108
405-1-000490,"동광로9길 11, 7",노상,제주특별자치도 제주시 동광로9길 11,,3,무료,33.5035012,126.5329862
405-1-000491,돈내길 30-1,노상,제주특별자치도 제주시 돈내길 30-1,,1,무료,33.502723,126.532282
405-1-000492,"돈내길 43, 동광로11길 5",노상,제주특별자치도 제주시 돈내길 43,,5,무료,33.5034403,126.5334331
405-1-000493,"이도일동 1248-3, 동광로11길 7",노상,,제주특별자치도 제주시 이도일동 1248-3,30,무료,,
405-2-000494,"이도일동 1555, 1555-38",노외,,제주특별자치도 제주시 이도일동 1555,10,무료,33.5092043,126.5268442
405-2-000495,이도일동 1775-8,노외,,제주특별자치도 제주시 이도일동 1775-8,11,무료,33.5008785,126.5274706
405-2-000496,도남동 47-14,노외,,제주특별자치도 제주시 도남동 47-14,7,무료,33.4954711,126.5253971
405-2-000497,"도남동 572-3,4",노외,,제주특별자치도 제주시 도남동 572-3,23,무료,33.4904569,126.5193691
405-2-000498,도남동 57-3,노외,,제주특별자치도 제주시 도남동 57-3,27,무료,,
405-2-000499,도남동 573-4,노외,,제주특별자치도 제주시 도남동 573-4,11,무료,33.4901184,126.5198345
405-2-000500,도남동 573-5,노외,,제주특별자치도 제주시 도남동 573-5,16,무료,33.4901391,126.5196656
405-2-000501,도남,노외,,제주특별자치도 제주시 도남동 574-3,123,유료,33.4905213,126.5201005
405-2-000502,도남동 59-4,노외,,제주특별자치도 제주시 도남동 59-4,11,무료,33.4924749,126.5259821
405-2-000503,도남로 15길,노외,,제주특별자치도 제주시 도남동 65-3,35,유료,33.491581,126.5285651
405-2-000504,도남동 663-15,노외,,제주특별자치도 제주시 도남동 663-15,18,무료,33.4901624,126.5265005
405-2-000505,도남동 663-2,노외,,제주특별자치도 제주시 도남동 663-2,13,무료,33.4910541,126.5267339
405-2-000506,도남동 663-3,노외,,제주특별자치도 제주시 도남동 663-3,13,무료,33.4909665,126.5268794
405-2-000507,도남동 663-7,노외,,제주특별자치도 제주시 도남동 663-7,16,무료,33.4906171,126.5274602
405-2-000508,도남동 664-6,노외,,제주특별자치도 제주시 도남동 664-6,32,유료,33.4905234,126.5270978
405-2-000509,도남동 684-2,노외,,제주특별자치도 제주시 도남동 684-2,13,무료,33.4886995,126.5206533
405-2-000510,도남동 688-1,노외,,제주특별자치도 제주시 도남동 688-1,13,무료,33.4880274,126.5215448
405-2-000511,도남동 689-7,노외,,제주특별자치도 제주시 도남동 689-7,19,무료,33.4884275,126.5211591
405-2-000512,도남동 694-4,노외,,제주특별자치도 제주시 도남동 694-4,15,무료,33.4895771,126.5234178
405-2-000513,도남동 694-7,노외,,제주특별자치도 제주시 도남동 694-7,14,무료,33.4895745,126.522886
405-2-000514,도남동 696-7,노외,,제주특별자치도 제주시 도남동 696-7,11,무료,33.4893006,126.5212065
405-2-000515,도남동 703-5,노외,,제주특별자치도 제주시 도남동 703-5,14,무료,,
405-2-000516,도남동 703-8,노외,,제주특별자치도 제주시 도남동 703-8,8,무료,33.4891571,126.5226218
405-2-000517,도남동 705-10,노외,,제주특별자치도 제주시 도남동 705-10,13,무료,33.4891442,126.5232412
405-2-000518,도남동 705-14,노외,,제주특별자치도 제주시 도남동 705-14,9,무료,33.4891631,126.5239494
405-2-000519,도남동 705-4,노외,,제주특별자치도 제주시 도남동 705-4,15,무료,33.4893243,126.5234168
405-2-000520,도남동 705-7,노외,,제주특별자치도 제주시 도남동 705-7,14,무료,33.4893062,126.5228859
405-2-000521,도남동 705-9,노외,,제주특별자치도 제주시 도남동 705-9,14,무료,33.4891435,126.5230648
405-2-000522,도남동 713-2,노외,,제주특별자치도 제주시 도남동 713-2,11,무료,33.4886672,126.5242168
405-2-000523,도남동 726-11,노외,,제주특별자치도 제주시 도남동 726-11,15,무료,33.4886954,126.5234201
405-2-000524,도남동 726-9,노외,,제주특별자치도 제주시 도남동 726-9,14,무료,33.4886941,126.5230673
405-2-000525,도남동 730-3,노외,,제주특별자치도 제주시 도남동 730-3,12,무료,33.4886916,126.5224468
405-2-000526,도남동 732-2,노외,,제주특별자치도 제주시 도남동 732-2,12,무료,33.4884393,126.5224483
405-2-000527,도남동 734-1,노외,,제주특별자치도 제주시 도남동 734-1,14,무료,33.4884277,126.523513
405-2-000528,도남동 735-1,노외,,제주특별자치도 제주시 도남동 735-1,22,무료,33.488429,126.5238657
405-2-000529,도남동 735-3,노외,,제주특별자치도 제주시 도남동 735-3,13,무료,33.4882662,126.5239553
405-2-000530,도남동 737-1,노외,,제주특별자치도 제주시 도남동 737-1,14,무료,33.4880062,126.5242205
405-2-000531,도남동 737-2,노외,,제주특별자치도 제주시 도남동 737-2,14,무료,33.4878067,126.5242216
405-2-000532,도남동 737-3,노외,,제주특별자치도 제주시 도남동 737-3,13,무료,33.4876335,126.5242226
405-2-000533,도남동 740-2,노외,,제주특별자치도 제주시 도남동 740-2,13,무료,33.488012,126.5233377
405-2-000534,도남동 742-1,노외,,제주특별자치도 제주시 도남동 742-1,32,무료,33.4879932,126.5225438
405-2-000535,도남동 747-5,노외,,제주특별자치도 제주시 도남동 747-5,14,무료,33.4891545,126.5284994
405-2-000536,도남동 747-6,노외,,제주특별자치도 제주시 도남동 747-6,12,무료,33.489065,126.5283654
405-2-000537,도남동 748-15,노외,,제주특별자치도 제주시 도남동 748-15,10,무료,33.4895244,126.528612
405-2-000538,도남동 748-8,노외,,제주특별자치도 제주시 도남동 748-8,17,무료,33.4889479,126.5275978
405-2-000539,도남동 755-1,노외,,제주특별자치도 제주시 도남동 755-1,33,무료,33.4888998,126.525926
405-2-000540,도남동 761-7,노외,,제주특별자치도 제주시 도남동 761-7,15,무료,33.4887012,126.525045
405-2-000541,도남동 763-3,노외,,제주특별자치도 제주시 도남동 763-3,10,무료,33.4884729,126.5246108
405-2-000542,도남동 769-9,노외,,제주특별자치도 제주시 도남동 769-9,19,무료,33.4878543,126.5249535
405-2-000543,도남동 771-10,노외,,제주특별자치도 제주시 도남동 771-10,14,무료,33.4883011,126.5254599
405-2-000544,도남동 772-18,노외,,제주특별자치도 제주시 도남동 772-18,12,무료,33.4887686,126.5274092
405-2-000545,도남동 772-7,노외,,제주특별자치도 제주시 도남동 772-7,12,무료,33.4883872,126.5265063
405-2-000546,신성로 10길,노외,,제주특별자치도 제주시 도남동 87-8,166,유료,33.4958483,126.5296119
405-2-000547,도남동 910-1,노외,,제주특별자치도 제주시 도남동 910-1,18,무료,33.4974247,126.5256817
405-2-000548,도남동 916-10,노외,,제주특별자치도 제주시 도남동 916-10,7,무료,33.4980366,126.5263666
405-2-000549,고산동산,노외,,제주특별자치도 제주시 이도이동 1012-10,50,유료,33.4956841,126.5314276
405-2-000550,"이도이동 1024, 1024-2",노외,,제주특별자치도 제주시 이도이동 1024,25,무료,33.4943351,126.5336469
405-2-000551,이도이동 1028-1,노외,,제주특별자치도 제주시 이도이동 1028-1,19,무료,33.4916512,126.5350616
405-2-000552,오복1길,노외,,제주특별자치도 제주시 이도이동 1035-4,36,유료,33.4969043,126.533212
405-2-000553,이도2동 공영,노외,,제주특별자치도 제주시 이도이동 1052-2,150,유료,33.4967902,126.5349279
405-2-000555,법원 북측,노외,,제주특별자치도 제주시 이도이동 1066,91,유료,33.4947576,126.5352977
405-2-000556,이도이동 1083-7,노외,,제주특별자치도 제주시 이도이동 1083-7,5,무료,33.493368,126.5373512
405-2-000557,이도이동 1766-28,노외,,제주특별자치도 제주시 이도이동 1766-28,11,무료,33.4982119,126.5284264
405-2-000558,이도이동 1766-32,노외,,제주특별자치도 제주시 이도이동 1766-32,6,무료,33.4982841,126.5283584
405-2-000559,이도이동 1766-5,노외,,제주특별자치도 제주시 이도이동 1766-5,6,무료,33.4981313,126.528362
405-2-000560,이도이동 1945-6,노외,,제주특별자치도 제주시 이도이동 1945-6,21,무료,33.4946856,126.5448594
405-2-000561,이도이동 1949-1,노외,,제주특별자치도 제주시 이도이동 1949-1,20,무료,33.4954908,126.5468938
405-2-000562,이도이동 1954-1,노외,,제주특별자치도 제주시 이도이동 1954-1,12,무료,33.4945725,126.5477047
405-2-000563,이도이동 1954-4,노외,,제주특별자치도 제주시 이도이동 1954-4,24,무료,33.4942901,126.5471999
405-2-000564,이도이동 1960-3,노외,,제주특별자치도 제주시 이도이동 1960-3,22,무료,33.4939207,126.5455167
405-2-000565,이도이동 1963-7,노외,,제주특별자치도 제주시 이도이동 1963-7,79,무료,33.4928777,126.545513
405-2-000566,이도이동 1968-5,노외,,제주특별자치도 제주시 이도이동 1968-5,27,무료,33.4944638,126.542207
405-2-000567,이도이동 1970-17,노외,,제주특별자치도 제주시 이도이동 1970-17,22,무료,33.4941587,126.5413368
405-2-000568,이도이동 1974-1,노외,,제주특별자치도 제주시 이도이동 1974-1,25,무료,33.492588,126.5405108
405-2-000569,이도이동 1975-7,노외,,제주특별자치도 제주시 이도이동 1975-7,11,무료,33.4920363,126.540181
405-2-000570,이도이동 1977-7,노외,,제주특별자치도 제주시 이도이동 1977-7,28,무료,33.4911349,126.5408516
405-2-000571,이도이동 1982-1,노외,,제주특별자치도 제주시 이도이동 1982-1,19,무료,33.4905246,126.5425938
405-2-000572,이도2동 중앙,노외,,제주특별자치도 제주시 이도이동 1982-15,33,유료,33.4890147,126.5405121
405-2-000573,이도이동 1982-3,노외,,제주특별자치도 제주시 이도이동 1982-3,23,무료,33.4904369,126.5428118
405-2-000574,이도이동 1985-3,노외,,제주특별자치도 제주시 이도이동 1985-3,21,무료,33.489764,126.5431389
405-2-000575,이도이동 1986-15,노외,,제주특별자치도 제주시 이도이동 1986-15,12,무료,33.4885749,126.5412888
405-2-000576,이도이동 1986-17,노외,,제주특별자치도 제주시 이도이동 1986-17,8,무료,33.4887519,126.5415556
405-2-000577,이도이동 1989-1,노외,,제주특별자치도 제주시 이도이동 1989-1,14,무료,33.4917483,126.5396223
405-2-000578,이도이동 1992-7,노외,,제주특별자치도 제주시 이도이동 1992-7,27,유료,33.4916311,126.5378691
405-2-000579,이도이동 1994-1,노외,,제주특별자치도 제주시 이도이동 1994-1,28,무료,33.4927306,126.5386969
405-2-000580,이도이동 1995-6,노외,,제주특별자치도 제주시 이도이동 1995-6,14,무료,33.4911799,126.5378296
405-2-000581,이도이동 1997-3,노외,,제주특별자치도 제주시 이도이동 1997-3,43,무료,33.4910047,126.5355594
405-2-000582,이도이동 1998-9,노외,,제주특별자치도 제주시 이도이동 1998-9,46,무료,33.4901903,126.5352447
405-2-000583,이도이동 1999-1,노외,,제주특별자치도 제주시 이도이동 1999-1,34,유료,33.4904026,126.5364411
405-2-000584,이도이동 2003-13,노외,,제주특별자치도 제주시 이도이동 2003-13,12,무료,33.4892318,126.5354911
405-2-000585,이도이동 2003-7,노외,,제주특별자치도 제주시 이도이동 2003-7,32,무료,33.4886922,126.5361343
405-2-000586,이도이동 2005-6,노외,,제주특별자치도 제주시 이도이동 2005-6,14,무료,33.4897304,126.5362304
405-2-000587,이도이동 2008-1,노외,,제주특별자치도 제주시 이도이동 2008-1,30,유료,33.4893541,126.5378086
405-2-000588,이도이동 2009-6,노외,,제주특별자치도 제주시 이도이동 2009-6,19,무료,33.4893795,126.5366738
405-2-000589,이도이동 2010-5,노외,,제주특별자치도 제주시 이도이동 2010-5,16,무료,33.4890988,126.5371368
405-2-000590,이도이동 2011-10,노외,,제주특별자치도 제주시 이도이동 2011-10,13,무료,33.4884282,126.5366925
405-2-000591,이도이동 2013-3,노외,,제주특별자치도 제주시 이도이동 2013-3,18,무료,33.4878391,126.5365326
405-2-000592,이도이동 2013-5,노외,,제주특별자치도 제주시 이도이동 2013-5,18,무료,33.4875405,126.5364185
405-2-000593,이도이동 2014-2,노외,,제주특별자치도 제주시 이도이동 2014-2,10,무료,33.4882099,126.5370269
405-2-000594,이도이동 2014-3,노외,,제주특별자치도 제주시 이도이동 2014-3,16,무료,33.4882144,126.5372866
405-2-000595,이도이동 2015-6,노외,,제주특별자치도 제주시 이도이동 2015-6,16,무료,33.4876327,126.537642
405-2-000596,이도이동 2015-9,노외,,제주특별자치도 제주시 이도이동 2015-9,14,무료,33.487047,126.5375475
405-2-000597,이도이동 2017-1,노외,,제주특별자치도 제주시 이도이동 2017-1,29,유료,33.4884032,126.5385294
405-2-000598,이도이동 2021-12,노외,,제주특별자치도 제주시 이도이동 2021-12,26,유료,33.4864654,126.5374223
405-2-000599,이도이동 2026-9,노외,,제주특별자치도 제주시 이도이동 2026-9,20,유료,33.486873,126.5350446
405-2-000600,"이도이동 2029-11, 2029-12",노외,,제주특별자치도 제주시 이도이동 2029-11,28,무료,33.4872582,126.5348249
405-2-000601,이도이동 2030-4,노외,,제주특별자치도 제주시 이도이동 2030-4,24,무료,33.4882576,126.534182
405-2-000602,이도이동 2030-5,노외,,제주특별자치도 제주시 이도이동 2030-5,23,무료,33.488393,126.5338066
405-2-000603,이도이동 2035-10,노외,,제주특별자치도 제주시 이도이동 2035-10,18,유료,33.4886826,126.5328512
405-2-000604,이도이동 2035-13,노외,,제주특별자치도 제주시 이도이동 2035-13,23,무료,33.4891384,126.5333478
405-2-000605,이도이동 2040-2,노외,,제주특별자치도 제주시 이도이동 2040-2,23,무료,33.4871911,126.5334391
405-2-000606,이도이동 375,노외,,제주특별자치도 제주시 이도이동 375,16,무료,33.500558,126.5381591
405-2-000607,이도이동 408,노외,,제주특별자치도 제주시 이도이동 408,13,무료,33.5033937,126.5418754
405-2-000608,이도이동 417-4,노외,,제주특별자치도 제주시 이도이동 417-4,19,유료,33.4999345,126.5439674
405-2-000609,이도이동 425,노외,,제주특별자치도 제주시 이도이동 425,20,무료,33.4991719,126.5440155
405-2-000610,정든로,노외,,제주특별자치도 제주시 이도이동 429-7,62,유료,33.4975793,126.5424173
405-2-000611,이도이동 434-8,노외,,제주특별자치도 제주시 이도이동 434-8,7,무료,33.4967559,126.5431346
405-2-000612,이도이동 1999-4,노외,,제주특별자치도 제주시 이도이동 1999-4,14,무료,33.489925,126.5360132
405-2-000613,도남동 748-7,노외,,제주특별자치도 제주시 도남동 748-7,10,무료,33.4891345,126.5276435
405-2-000614,이도이동 1999-4,노외,,제주특별자치도 제주시 이도이동 1999-4,14,무료,33.489925,126.5360132
